SKU,Nombre_Producto,Descripcion,Categoria,Subcategoria,Marca,Precio_Unitario_EUR,Costo_Unitario_EUR,Stock_Actual,Stock_Minimo,Ubicacion_Almacen,Proveedor_ID,Fecha_Ultima_Recepcion,Peso_Kg,Dimensiones_cm_LxAxH,Color,Material,Estado_Producto
PROD-ELE-0098,Computadoras AudioMax Saepe 111,Quas minus suscipit iusto eveniet porro facere quidem iusto necessitatibus praesentium voluptatem facere.,Electrónica,Computadoras,AudioMax,352.94,120.22,551,38,A5-S6-B3,PROV-007,2025-02-09,13.74,75x61x43,Verde,Vidrio,Bajo Pedido
PROD-ELE-0099,TV VisionPlus Beatae XL409,Ut deleniti facilis voluptate quae quae esse alias nostrum eveniet.,Electrónica,TV,VisionPlus,1792.16,1105.21,524,29,A3-S1-B5,PROV-008,2024-04-27,13.39,66x38x39,Gris,Algodón,Próximamente
PROD-JUG-0100,Construcción DivertiKids Consectetur Basic427,Repudiandae perferendis esse excepturi at voluptate incidunt exercitationem.,Juguetes,Construcción,DivertiKids,1106.29,426.01,623,19,D4-S7-B4,PROV-001,2024-07-30,16.61,50x18x44,Plateado,Vidrio,Bajo Pedido
PROD-COS-0101,Cuidado Facial BellaPiel Vitae Basic983,Error eveniet reiciendis recusandae quasi maiores tenetur libero quis temporibus possimus quod odio.,Cosmética,Cuidado Facial,BellaPiel,84.98,32.23,369,38,A1-S6-B4,PROV-024,2024-12-18,1.53,21x80x31,Rojo,Silicona,Activo
PROD-ALI-0102,Snacks SaborNatural Rerum Eco150,Ut laborum nam cum vel cumque quidem omnis aperiam error sint.,Alimentación,Snacks,SaborNatural,2333.48,1490.77,882,18,B2-S8-B2,PROV-046,2024-05-16,16.19,47x44x5,N/A,N/A,Próximamente
PROD-ROP-0103,Camisetas Elegance Neque XL684,Distinctio nam aperiam earum provident incidunt delectus nulla maxime necessitatibus enim aut maiores.,Ropa,Camisetas,Elegance,1665.16,713.98,251,43,A2-S7-B4,PROV-039,2024-04-12,14.78,31x67x38,Gris,Silicona,Descontinuado
PROD-JUG-0104,Muñecas ConstruBlock Repudiandae Eco960,Distinctio doloribus iusto velit illum accusantium magnam sapiente explicabo illum.,Juguetes,Muñecas,ConstruBlock,1363.43,594.13,127,28,D1-S6-B3,PROV-028,2024-06-26,12.43,37x32x1,Azul,Metal,Activo
PROD-HOG-0105,Cocina CleanFast Quae 27,Doloribus aut delectus labore officiis assumenda veritatis hic possimus exercitationem unde exercitationem laudantium.,Hogar,Cocina,CleanFast,284.1,143.75,904,23,C1-S7-B5,PROV-024,2024-04-11,12.98,52x80x46,Verde,Aluminio,Descontinuado
PROD-COS-0106,Perfumes ColorVibrante Ullam 947,Voluptatum sequi corrupti numquam velit nostrum ex.,Cosmética,Perfumes,ColorVibrante,1981.36,866.64,58,39,C2-S10-B5,PROV-011,2024-09-16,16.73,35x28x27,Azul,Vidrio,Activo
PROD-LIB-0107,Ficción Ediciones Saber Est 247,Laboriosam a est placeat laboriosam mollitia ratione necessitatibus ipsum pariatur ea.,Libros,Ficción,Ediciones Saber,2389.92,1608.77,781,15,A1-S8-B3,PROV-027,2024-11-05,17.65,15x23x2,N/A,Papel,Bajo Pedido
PROD-COS-0108,Cabello AromaEsencial Consectetur Eco567,Exercitationem inventore ipsum culpa facere officia maiores ullam esse rem fugiat eius impedit.,Cosmética,Cabello,AromaEsencial,1649.33,691.07,805,49,A3-S9-B2,PROV-039,2024-06-12,1.45,36x36x48,Transparente,Plástico,Activo
PROD-HOG-0109,Decoración DecoHome Enim XL885,Laudantium aspernatur provident hic modi magnam voluptate quisquam omnis tenetur doloribus.,Hogar,Decoración,DecoHome,1862.04,933.67,101,28,A3-S9-B1,PROV-043,2024-11-01,3.77,92x30x9,Verde,Algodón,Activo
PROD-ROP-0110,Abrigos ModaFlex Cum 266,Nihil saepe sit nam nesciunt ab veritatis sunt neque totam sit.,Ropa,Abrigos,ModaFlex,951.72,474.88,707,10,B4-S8-B2,PROV-044,2024-08-29,13.31,96x36x7,Blanco,Algodón,Descontinuado
PROD-ALI-0111,Congelado DeliciasGourmet Quasi Eco251,Animi voluptatibus expedita ea placeat exercitationem autem nulla illum inventore id.,Alimentación,Congelado,DeliciasGourmet,470.87,288.38,684,24,A5-S3-B5,PROV-044,2024-12-30,1.97,19x66x20,N/A,N/A,Activo
PROD-ALI-0112,Snacks QuickBite Quidem Basic56,Assumenda ad tempore ducimus odio numquam.,Alimentación,Snacks,QuickBite,2381.84,1272.37,259,49,A3-S9-B3,PROV-044,2025-03-29,13.08,17x51x43,N/A,N/A,Activo
PROD-HOG-0113,Muebles CocinaFácil Tempore Eco45,Rerum voluptatibus officia officia nulla laudantium.,Hogar,Muebles,CocinaFácil,1716.91,1008.86,864,28,D2-S6-B3,PROV-027,2024-11-03,23.28,85x72x12,Amarillo,Vidrio,Próximamente
PROD-ROP-0114,Abrigos ModaFlex Animi Basic734,Exercitationem iusto dolores possimus repellat esse.,Ropa,Abrigos,ModaFlex,934.44,646.79,269,23,D4-S5-B5,PROV-004,2025-03-10,17.24,94x37x4,Transparente,Plástico,Descontinuado
PROD-LIB-0115,Académico PequesLeen Molestias 248,Quia blanditiis porro placeat nesciunt vel nulla fugit commodi voluptatum.,Libros,Académico,PequesLeen,1585.73,960.1,148,21,B5-S10-B3,PROV-015,2024-06-20,17.67,15x23x2,N/A,Cerámica,Próximamente
PROD-JUG-0116,Educativos EduPlay Cupiditate XL693,Voluptatum velit magni cupiditate corporis nihil quidem asperiores pariatur.,Juguetes,Educativos,EduPlay,1295.02,874.04,776,50,C5-S5-B4,PROV-001,2024-12-27,7.01,39x75x47,Gris,Madera,Bajo Pedido
PROD-ALI-0117,Snacks QuickBite Quae Pro77,Reiciendis voluptate vero cum maxime quis quas dolores facere esse eligendi.,Alimentación,Snacks,QuickBite,1867.36,1200.82,133,15,A4-S2-B5,PROV-008,2024-07-22,18.83,21x24x50,N/A,N/A,Próximamente
PROD-COS-0118,Cabello BellaPiel Quo XL572,Itaque et iste quis odio maxime suscipit commodi ut.,Cosmética,Cabello,BellaPiel,1901.46,793.97,855,32,D1-S7-B5,PROV-003,2024-07-01,12.27,79x17x31,Rojo,Cerámica,Activo
PROD-HOG-0119,Jardín DecoHome Corporis Eco613,Harum ab ut mollitia magni impedit officia aliquid tempore dignissimos eligendi.,Hogar,Jardín,DecoHome,1440.97,645.5,100,43,D3-S9-B4,PROV-001,2024-12-23,10.54,93x43x34,Rojo,Silicona,Bajo Pedido
PROD-ELE-0120,Móviles ConnectPhone Eligendi Basic387,Ipsa sapiente sequi ad impedit ipsa reprehenderit earum mollitia.,Electrónica,Móviles,ConnectPhone,2321.74,1366.85,236,23,C5-S8-B1,PROV-002,2025-01-20,13.1,15x6x47,Transparente,Algodón,Próximamente
PROD-HOG-0121,Limpieza CleanFast Corporis Basic414,Voluptates nostrum reiciendis fugit ratione tempore neque ipsa fuga.,Hogar,Limpieza,CleanFast,1227.82,669.12,484,39,B1-S10-B4,PROV-042,2025-01-22,13.05,50x22x15,Verde,Aluminio,Bajo Pedido
PROD-JUG-0122,Peluches ConstruBlock Illum Basic662,Voluptatum quisquam numquam praesentium quia ducimus nihil tenetur laborum odio pariatur corporis blanditiis.,Juguetes,Peluches,ConstruBlock,778.99,488.54,510,39,B3-S10-B4,PROV-010,2025-01-16,2.67,29x34x21,Verde,Algodón,Activo
PROD-JUG-0123,Peluches EduPlay Ea Pro379,Aspernatur quia voluptatem accusantium veritatis accusantium provident.,Juguetes,Peluches,EduPlay,2445.64,1351.05,680,36,B1-S10-B1,PROV-023,2024-11-08,8.04,98x70x6,Verde,Papel,Próximamente
PROD-ELE-0124,TV VisionPlus Expedita XL673,Explicabo reprehenderit earum provident natus ut dignissimos dolores exercitationem blanditiis rerum.,Electrónica,TV,VisionPlus,1921.09,1225.31,323,38,C1-S6-B5,PROV-013,2025-01-02,18.86,81x67x30,Verde,Plástico,Activo
PROD-ALI-0125,Conservas QuickBite Porro Eco908,Officiis necessitatibus numquam maxime ratione rerum blanditiis ea in quod mollitia corrupti.,Alimentación,Conservas,QuickBite,176.91,112.14,625,31,A5-S8-B3,PROV-014,2024-08-04,12.68,5x51x44,N/A,N/A,Próximamente
PROD-COS-0126,Perfumes BellaPiel Earum Basic513,Error voluptatum aliquam vero suscipit debitis quasi.,Cosmética,Perfumes,BellaPiel,441.2,151.53,818,15,B1-S6-B3,PROV-044,2024-06-06,24.47,29x40x37,Naranja,Papel,Próximamente
PROD-ROP-0127,Vestidos UrbanStyle Praesentium Basic269,Itaque numquam error commodi aliquam perferendis dolorem eaque excepturi.,Ropa,Vestidos,UrbanStyle,861.39,267.94,226,30,D3-S7-B3,PROV-045,2024-11-23,3.17,31x73x37,Negro,Poliéster,Próximamente
PROD-LIB-0128,No Ficción Ediciones Saber Quasi Pro22,Ut dolores maiores possimus cumque voluptates dolorum.,Libros,No Ficción,Ediciones Saber,2441.39,902.35,455,25,B3-S10-B1,PROV-014,2025-01-18,15.33,15x23x2,N/A,Plástico,Descontinuado
PROD-ALI-0129,Fresco SaborNatural Molestias Basic810,Qui cumque cumque sed perferendis quidem atque explicabo iste minima amet culpa.,Alimentación,Fresco,SaborNatural,1420.14,724.14,506,38,B3-S4-B2,PROV-012,2024-07-14,24.45,37x26x1,N/A,N/A,Activo
PROD-ALI-0130,Fresco QuickBite Doloribus XL471,Reiciendis consequuntur voluptates similique tenetur labore.,Alimentación,Fresco,QuickBite,1763.52,852.87,500,32,C1-S6-B4,PROV-030,2024-05-12,13.04,73x59x18,N/A,N/A,Descontinuado
PROD-JUG-0131,Construcción ConstruBlock Omnis 8,Tenetur nam at quisquam est facilis nisi ex.,Juguetes,Construcción,ConstruBlock,850.37,566.47,15,34,B5-S1-B5,PROV-011,2024-10-22,24.44,34x76x8,Blanco,Cerámica,Próximamente
PROD-HOG-0132,Limpieza CleanFast Necessitatibus Eco35,Doloremque distinctio earum explicabo cum harum tenetur sapiente animi reiciendis voluptatum.,Hogar,Limpieza,CleanFast,1421.9,689.88,994,27,D1-S4-B1,PROV-018,2024-10-26,8.29,72x14x25,Amarillo,Metal,Descontinuado
PROD-ELE-0133,Móviles TechNova Assumenda XL517,Eveniet rerum nulla voluptatum voluptates error illum earum accusantium natus.,Electrónica,Móviles,TechNova,152.94,103.62,677,44,D3-S3-B1,PROV-037,2024-10-04,1.17,76x7x40,Azul,Algodón,Próximamente
PROD-ELE-0134,Móviles ConnectPhone Nobis Eco205,Illum quaerat unde odio eum ratione odit possimus dolores ab.,Electrónica,Móviles,ConnectPhone,462.78,258.45,172,18,C4-S4-B4,PROV-009,2025-02-24,16.45,23x23x20,Verde,Algodón,Próximamente
PROD-ALI-0135,Snacks DeliciasGourmet Officia Basic850,Aliquid odio aut amet error quidem natus corrupti perferendis quibusdam.,Alimentación,Snacks,DeliciasGourmet,1788.44,1038.26,591,33,B5-S9-B4,PROV-017,2024-10-22,1.39,70x52x34,N/A,N/A,Activo
PROD-ROP-0136,Pantalones UrbanStyle Magnam Basic772,Veritatis alias quae culpa sapiente praesentium id.,Ropa,Pantalones,UrbanStyle,1486.98,640.91,823,45,D5-S3-B4,PROV-012,2024-09-08,5.08,88x20x39,Azul,Cerámica,Bajo Pedido
PROD-JUG-0137,Peluches DivertiKids Soluta XL275,Blanditiis distinctio reprehenderit unde quidem ut soluta quas occaecati maxime.,Juguetes,Peluches,DivertiKids,647.95,217.53,172,18,A4-S6-B3,PROV-042,2024-12-03,10.68,52x36x15,Multicolor,Algodón,Bajo Pedido
PROD-JUG-0138,Exterior ConstruBlock Nobis 982,Rerum possimus ex officiis perferendis velit magni atque officia ipsam.,Juguetes,Exterior,ConstruBlock,2307.91,703.89,5,29,C4-S7-B5,PROV-020,2024-04-27,10.79,85x9x2,Rojo,Poliéster,Descontinuado
PROD-HOG-0139,Cocina MuebleRústico Ullam XL287,Eum rem culpa quos culpa adipisci laboriosam culpa reprehenderit aperiam totam.,Hogar,Cocina,MuebleRústico,422.6,232.17,132,13,B3-S2-B4,PROV-041,2025-02-11,8.63,17x22x34,Gris,Cerámica,Próximamente
PROD-HOG-0140,Limpieza MuebleRústico Iste Basic14,Fugit quia repellat velit provident iusto ad voluptatum est quaerat.,Hogar,Limpieza,MuebleRústico,89.33,56.11,447,26,C5-S3-B2,PROV-041,2024-11-02,11.48,72x51x29,Naranja,Poliéster,Activo
PROD-HOG-0141,Jardín CocinaFácil Ad Pro326,Magnam odit voluptas veritatis sint reprehenderit eaque commodi sit molestias omnis totam accusantium.,Hogar,Jardín,CocinaFácil,1751.78,1190.81,423,25,A4-S4-B3,PROV-023,2024-05-18,8.08,24x7x2,Verde,Algodón,Descontinuado
PROD-ALI-0142,Bebidas SaborNatural Nisi Pro871,Quos sunt vero quos esse quam aperiam delectus facilis amet totam reprehenderit a.,Alimentación,Bebidas,SaborNatural,1488.74,470.19,203,45,D1-S9-B5,PROV-023,2024-05-04,7.54,53x8x40,N/A,N/A,Bajo Pedido
PROD-ROP-0143,Vestidos UrbanStyle Blanditiis Eco717,Occaecati iste eos quidem quidem eius asperiores.,Ropa,Vestidos,UrbanStyle,1769.47,1189.51,852,18,D3-S9-B4,PROV-033,2024-10-28,7.38,38x53x41,Negro,Metal,Descontinuado
PROD-JUG-0144,Muñecas DivertiKids Consequuntur 633,Deleniti accusantium rerum tempora quae numquam laudantium non laboriosam cumque illo repellat error modi.,Juguetes,Muñecas,DivertiKids,201.03,94.83,693,25,D4-S3-B1,PROV-032,2025-03-16,2.08,30x19x9,Rojo,Madera,Activo
PROD-ELE-0145,Accesorios ConnectPhone Impedit Eco567,Assumenda corrupti iste animi suscipit illo ipsam labore.,Electrónica,Accesorios,ConnectPhone,2335.49,1262.85,582,22,D4-S7-B5,PROV-034,2024-05-08,21.6,93x14x21,Amarillo,Plástico,Bajo Pedido
PROD-LIB-0146,Revistas PequesLeen Nisi 415,Impedit sint commodi corrupti accusantium dolor dolores nam.,Libros,Revistas,PequesLeen,841.67,566.71,235,26,A5-S10-B2,PROV-040,2024-09-14,16.29,15x23x2,N/A,Vidrio,Próximamente
PROD-ELE-0147,Computadoras TechNova Beatae Basic546,Harum autem nihil soluta suscipit sed explicabo qui officiis blanditiis quaerat ratione.,Electrónica,Computadoras,TechNova,2058.59,1057.02,422,32,B5-S5-B3,PROV-038,2024-07-03,14.83,65x39x22,Gris,Algodón,Bajo Pedido
PROD-COS-0148,Cabello AromaEsencial Autem Basic220,Vero officiis odit accusantium doloremque eaque voluptates.,Cosmética,Cabello,AromaEsencial,2261.15,942.18,877,12,D1-S2-B2,PROV-027,2024-05-29,0.76,72x36x17,Multicolor,Cuero,Activo
PROD-HOG-0149,Muebles CocinaFácil Dolor Eco311,Magni illo officiis unde deserunt nemo facere nisi laboriosam dignissimos distinctio eligendi culpa.,Hogar,Muebles,CocinaFácil,64.42,34.25,628,28,A2-S7-B1,PROV-006,2024-04-24,23.84,19x47x46,Blanco,Metal,Descontinuado
PROD-HOG-0150,Decoración CleanFast Officia Eco460,Eius ad totam asperiores quo deleniti impedit voluptatum est illum enim.,Hogar,Decoración,CleanFast,1540.39,578.67,65,25,D4-S1-B3,PROV-014,2024-06-06,6.51,19x26x13,Rojo,Silicona,Bajo Pedido
PROD-HOG-0151,Decoración MuebleRústico Perferendis XL310,Voluptatem saepe saepe iure explicabo minima commodi ducimus distinctio voluptatibus.,Hogar,Decoración,MuebleRústico,566.53,192.58,120,11,A2-S1-B5,PROV-019,2025-01-19,8.46,73x16x27,Gris,Madera,Activo
PROD-ALI-0152,Snacks DeliciasGourmet Eius Eco231,Assumenda deserunt sunt consectetur perspiciatis rerum fugiat in ea a fugiat sequi.,Alimentación,Snacks,DeliciasGourmet,269.33,182.19,372,13,D3-S3-B5,PROV-009,2025-02-26,0.88,41x29x13,N/A,N/A,Activo
PROD-COS-0153,Cabello ColorVibrante Repudiandae Basic698,Alias ab aperiam modi architecto odio.,Cosmética,Cabello,ColorVibrante,1245.51,402.97,906,12,C3-S4-B4,PROV-010,2024-04-13,3.08,40x49x22,Verde,Algodón,Descontinuado
PROD-COS-0154,Cabello BellaPiel Deserunt Eco581,Commodi neque cupiditate nesciunt accusantium provident distinctio dolorum neque.,Cosmética,Cabello,BellaPiel,1920.54,955.5,391,10,A4-S9-B2,PROV-043,2024-11-21,0.24,93x43x24,Multicolor,Metal,Activo
PROD-ROP-0155,Abrigos Elegance Repellendus XL577,Aliquid voluptates modi eius doloribus nostrum accusamus.,Ropa,Abrigos,Elegance,454.35,182.98,347,46,D4-S1-B1,PROV-019,2025-01-17,3.91,71x71x21,Rojo,Vidrio,Descontinuado
PROD-HOG-0156,Cocina DecoHome Corporis Eco134,Sint itaque temporibus nesciunt delectus voluptates pariatur ipsam mollitia dicta unde et.,Hogar,Cocina,DecoHome,270.62,167.56,192,10,B4-S10-B2,PROV-047,2024-09-19,7.4,83x33x25,Gris,Metal,Bajo Pedido
PROD-COS-0157,Perfumes AromaEsencial Iusto Eco248,Ad sint repudiandae hic dignissimos ea dolor.,Cosmética,Perfumes,AromaEsencial,330.44,221.76,375,27,B3-S3-B1,PROV-008,2024-06-18,24.92,42x31x39,Verde,Madera,Descontinuado
PROD-ALI-0158,Bebidas SaborNatural Officiis Eco512,Libero eos aperiam alias nam asperiores facere quod animi.,Alimentación,Bebidas,SaborNatural,795.85,490.78,497,28,A5-S4-B4,PROV-020,2024-07-10,12.15,5x40x7,N/A,N/A,Bajo Pedido
PROD-HOG-0159,Cocina MuebleRústico Voluptate 970,Similique reiciendis impedit recusandae et nam voluptas.,Hogar,Cocina,MuebleRústico,643.14,376.8,579,30,A3-S8-B5,PROV-042,2024-07-29,3.32,35x51x50,Azul,Madera,Bajo Pedido
PROD-LIB-0160,Revistas Ediciones Saber Animi Eco957,Eveniet consequuntur id ducimus aspernatur id.,Libros,Revistas,Ediciones Saber,1990.78,1366.71,223,39,D3-S4-B3,PROV-033,2024-05-27,24.89,15x23x4,N/A,Cuero,Bajo Pedido
PROD-ROP-0161,Abrigos UrbanStyle Hic Pro630,Iusto nulla odio deleniti error error minima magnam sed cupiditate repellat dolorum fuga.,Ropa,Abrigos,UrbanStyle,528.01,346.95,748,34,B3-S9-B4,PROV-011,2025-02-11,1.87,22x60x35,Verde,Cerámica,Activo
PROD-HOG-0162,Cocina DecoHome Exercitationem Pro311,Aliquam enim cum a quam porro non quasi nam repudiandae ipsam dolor.,Hogar,Cocina,DecoHome,345.86,191.78,547,10,A2-S3-B2,PROV-032,2025-01-31,16.69,36x61x19,Azul,Cuero,Activo
PROD-JUG-0163,Peluches DivertiKids Repudiandae Basic66,Officia perferendis aspernatur voluptatem ut esse ratione.,Juguetes,Peluches,DivertiKids,2196.52,841.85,650,46,B4-S8-B2,PROV-010,2025-03-19,3.52,100x59x25,Amarillo,Cerámica,Próximamente
PROD-ALI-0164,Bebidas SaborNatural Sed Eco386,Tenetur ab eveniet et laudantium ab totam quos nisi dolores.,Alimentación,Bebidas,SaborNatural,1670.51,579.86,35,10,B2-S1-B5,PROV-012,2024-06-12,10.17,58x61x25,N/A,N/A,Bajo Pedido
PROD-ROP-0165,Pantalones ModaFlex Libero Basic560,Mollitia mollitia facilis dolores quasi dolorem id.,Ropa,Pantalones,ModaFlex,1033.31,543.46,750,28,C2-S6-B2,PROV-049,2025-02-23,17.95,98x46x36,Transparente,Aluminio,Próximamente
PROD-ALI-0166,Bebidas QuickBite Inventore Eco799,Ipsa est nisi praesentium atque quas.,Alimentación,Bebidas,QuickBite,567.32,288.39,609,23,A4-S2-B1,PROV-008,2024-08-28,10.04,13x65x31,N/A,N/A,Próximamente
PROD-ELE-0167,Accesorios TechNova Cumque 933,Dolorum reprehenderit consequatur dolore vero odio beatae culpa aperiam illum.,Electrónica,Accesorios,TechNova,1504.75,476.26,557,23,C5-S8-B4,PROV-027,2025-03-03,4.48,66x29x39,Blanco,Metal,Próximamente
PROD-HOG-0168,Muebles CocinaFácil Nesciunt 966,Ipsam iste ex adipisci maiores asperiores aut maxime reprehenderit id reprehenderit ea doloremque.,Hogar,Muebles,CocinaFácil,163.6,108.84,822,33,C4-S10-B1,PROV-009,2024-12-28,18.37,38x9x40,Azul,Silicona,Próximamente
PROD-JUG-0169,Educativos ConstruBlock Veritatis Basic317,Sint tempora itaque voluptatum ipsum voluptas perferendis.,Juguetes,Educativos,ConstruBlock,191.61,106.81,592,46,D1-S9-B5,PROV-013,2024-09-21,1.88,71x57x39,Azul,Aluminio,Próximamente
PROD-ALI-0170,Bebidas QuickBite Eligendi Basic148,Sapiente laudantium perferendis accusamus in aut nesciunt eius cum perferendis quod minus laudantium.,Alimentación,Bebidas,QuickBite,334.21,205.23,665,16,C2-S5-B2,PROV-024,2024-07-14,22.41,73x56x47,N/A,N/A,Descontinuado
PROD-ROP-0171,Vestidos UrbanStyle In 820,Quod excepturi est iste sequi veritatis provident animi illum dicta cum enim.,Ropa,Vestidos,UrbanStyle,2302.81,1361.74,137,31,B2-S7-B5,PROV-018,2024-05-04,22.46,71x18x36,Negro,Poliéster,Descontinuado
PROD-ROP-0172,Vestidos ComfortWear Occaecati Eco660,Qui voluptas suscipit pariatur similique aliquid iusto dignissimos cum.,Ropa,Vestidos,ComfortWear,908.94,322.23,134,43,C5-S7-B1,PROV-007,2024-10-16,18.82,98x60x43,Verde,Aluminio,Descontinuado
PROD-HOG-0173,Limpieza CocinaFácil Autem 847,Laboriosam vel consectetur voluptatem ex ad sequi beatae nesciunt ipsam debitis dolorum dolorem.,Hogar,Limpieza,CocinaFácil,717.01,436.78,23,31,A4-S8-B4,PROV-004,2024-09-26,16.63,85x75x15,Amarillo,Madera,Activo
PROD-ELE-0174,Computadoras AudioMax Eveniet XL425,Rem cupiditate quod ipsa reiciendis tempore laudantium possimus quo at rem sed.,Electrónica,Computadoras,AudioMax,156.85,95.19,318,48,D3-S5-B5,PROV-025,2025-01-31,19.56,90x37x28,Azul,Papel,Activo
PROD-LIB-0175,Infantil Ediciones Saber Rem Pro485,Rem atque non error necessitatibus voluptate consequatur fuga consequuntur porro.,Libros,Infantil,Ediciones Saber,93.62,40.15,595,44,D1-S7-B5,PROV-033,2025-01-06,3.97,15x23x2,N/A,Aluminio,Activo
PROD-ROP-0176,Camisetas ComfortWear Omnis Eco723,Quo sapiente tempora impedit culpa molestias voluptatibus consequuntur architecto consectetur voluptas quas.,Ropa,Camisetas,ComfortWear,1617.1,931.78,82,25,D1-S4-B5,PROV-005,2025-03-16,9.65,43x40x5,Transparente,Madera,Activo
PROD-JUG-0177,Exterior EduPlay Sunt 646,Reiciendis sequi eveniet nulla velit aliquid neque ratione.,Juguetes,Exterior,EduPlay,486.26,150.21,604,13,C5-S10-B4,PROV-030,2024-09-06,22.02,12x66x46,Rojo,Algodón,Bajo Pedido
PROD-ELE-0178,Computadoras AudioMax At Pro880,Quia optio a dolores labore cum sint assumenda quisquam perspiciatis.,Electrónica,Computadoras,AudioMax,1905.24,986.19,178,38,C5-S3-B1,PROV-021,2025-01-16,17.53,57x15x32,Naranja,Algodón,Descontinuado
PROD-LIB-0179,Ficción Ediciones Saber Ad Basic943,Excepturi illo sint sapiente explicabo autem aliquam cupiditate consequatur voluptatibus tenetur.,Libros,Ficción,Ediciones Saber,970.83,440.96,409,30,A4-S6-B5,PROV-010,2025-02-05,3.63,15x23x4,N/A,Papel,Descontinuado
PROD-LIB-0180,Ficción Ediciones Saber Corrupti XL872,Assumenda quae eum saepe reiciendis animi aperiam non.,Libros,Ficción,Ediciones Saber,1568.55,958.44,99,23,C4-S4-B5,PROV-016,2024-05-13,0.57,15x23x1,N/A,Poliéster,Bajo Pedido
PROD-JUG-0181,Educativos DivertiKids Qui Basic226,At impedit sed dolorum molestiae fugiat debitis sed ducimus necessitatibus.,Juguetes,Educativos,DivertiKids,360.44,209.94,629,14,B2-S5-B5,PROV-037,2025-03-21,18.16,85x64x44,Blanco,Cuero,Bajo Pedido
PROD-ROP-0182,Pantalones UrbanStyle Reiciendis XL773,Eligendi consequatur animi ullam suscipit pariatur at autem debitis officiis sunt facere.,Ropa,Pantalones,UrbanStyle,1743.51,765.16,694,26,C1-S10-B4,PROV-021,2024-11-25,21.49,37x6x45,Plateado,Plástico,Bajo Pedido
PROD-LIB-0183,Revistas Ediciones Saber Voluptatibus Pro641,Aspernatur incidunt perspiciatis odio porro aliquid corporis mollitia exercitationem.,Libros,Revistas,Ediciones Saber,2164.58,1244.92,584,12,A2-S1-B1,PROV-018,2024-09-02,2.18,15x23x5,N/A,Cuero,Bajo Pedido
PROD-ALI-0184,Conservas SaborNatural Rem 304,Officia fugit fugit doloremque accusantium voluptatibus voluptates totam id ab pariatur.,Alimentación,Conservas,SaborNatural,127.5,53.61,470,24,D3-S8-B4,PROV-023,2025-01-10,8.24,49x65x16,N/A,N/A,Próximamente
